,CIF-B-PR,CIF-B-TR,CIF-C-PR,CIF-C-TR,CIF-R-PR,CIF-R-TR,CIF-X-PR,CIF-X-TR
2022-03-08,84.38300426428108,84.5194912744653,83.5950235357048,83.65959238728472,97.65493449662878,98.17098384281567,88.5443207655382,88.77475615256421
2022-03-09,86.789340745551,86.929719933724,86.27747284251404,86.34411361971628,97.98950587604529,98.59654090576157,90.35210648803675,90.61690649649535
2022-03-10,87.57370368702583,87.7767267180647,84.8790621951983,84.98858313301477,98.56569798635871,99.17630246763697,90.33948795619426,90.63942122769566
2022-03-11,88.16109626805051,88.36548105743907,83.5560374751299,83.66385129102079,98.18384765693781,98.79208661423475,89.96699380003939,90.26569036549564
2022-03-14,87.23475637299684,87.43699361894087,81.2516689161931,81.35650936504715,97.14807772465474,97.88549595654146,88.5448343379482,88.88387868659223
2022-03-15,87.8399681282323,88.04360844290353,84.65520391926196,84.76443600883148,97.9372851384662,98.68069397715972,90.14415239532012,90.4893206443937
2022-03-16,89.76629888884257,89.97440503621628,87.48247726994575,87.59535743974638,97.92935391175179,98.67270254718328,91.72604335684666,92.07726877678387
2022-03-17,90.77170822879205,90.98214522712944,88.13176341661871,88.24548137168529,98.95015877714155,99.7012559973785,92.6178768075174,92.97251711996238
2022-03-18,91.47409135241473,91.68615669287658,89.76043841696146,89.87625787985367,98.58808169199591,99.33643050742455,93.27420382045733,93.6313572548282
2022-03-21,91.02439258103537,91.23541538014318,89.0079346829675,89.24872289940528,99.02395581560862,99.79568214536276,92.99816080704835,93.40429656214975
2022-03-22,91.23616908078958,91.44768284356654,90.1776177857207,90.42157028081648,99.22840880776634,100.0017285070839,93.53977701113072,93.94827807866531
2022-03-23,89.03269783665323,89.23910326905295,88.10515140869984,88.34349737574475,99.03103186255427,99.8028133382748,92.01072141282036,92.41254488431838
2022-03-24,88.83771671197282,89.04367011759668,91.33054897729195,91.5776204330319,99.95646137742924,100.73545503041615,93.35351808078352,93.76120572995943
2022-03-25,89.52429176836293,89.73183686810404,91.55323434105722,91.8009082151294,101.08554131292235,101.87333425803449,94.0200885763417,94.43068723052237
2022-03-28,89.43732304995974,89.64466652921351,91.80646678127677,92.05482571098855,101.84121593552919,102.63489810207457,94.31655831911877,94.72845169742948
2022-03-29,91.40652681393209,91.61843551881938,93.42987496714633,93.68262561275421,103.4944913972769,104.30105808447851,96.06958432552041,96.48913340943479
2022-03-30,90.4691294539443,90.67886498075075,91.24583311148929,91.50160787007059,103.84004330602284,104.64930299315643,95.10343230975325,95.52186125346435
2022-03-31,89.31661425758378,89.52367789638465,89.76329867964718,90.01491768805927,103.71619999573687,104.52449453112992,94.15912116820208,94.57339540262565
2022-04-01,90.22750656341104,90.43668193334915,88.67446057950002,88.92302742330686,105.46237295332536,106.28427599018228,94.64225799568743,95.05865789926388
2022-04-04,89.34559846199639,89.55272929518078,89.84765955993555,90.09951504362607,104.86243947440262,105.67966703189728,94.55967958726316,94.97571616855596
2022-04-05,87.21800194281559,87.42020034678931,86.85175366482854,87.09521120769344,105.29780917289615,106.11842970996568,92.93609767881178,93.3449909462779
2022-04-06,86.5296327593541,86.73023530986707,84.73560129354144,84.97312696704387,107.40191494695377,108.23893347391426,92.6326936756243,93.04025204892847
2022-04-07,86.985230348779,87.18688911593742,84.82427395927452,85.06961965535572,107.19216708096113,108.02755097366102,92.75211521388454,93.16282580245522
2022-04-08,86.90412691615181,87.11066879736131,83.33509159615106,83.58746609326714,107.76131466189541,108.60113410930634,92.3882129566453,92.80297207895427
2022-04-11,86.07607957556068,86.28065346673881,81.81807417172604,82.06585448766019,105.94032768737476,106.7659555830263,91.00701921886856,91.41557773739827
2022-04-12,85.85056075313692,86.05459866192291,81.61665450003592,81.86382483058001,106.22343908144032,107.05127335751015,90.94988271918928,91.35818473438701
2022-04-13,87.15368280425784,87.36081779588022,83.08544180276512,83.3370602529404,106.69914693593834,107.53068856012979,92.051588686693,92.46483659905121
2022-04-14,86.44620696276597,86.6616253226977,80.9568013850785,81.20197339660874,106.6794494415248,107.51083755664924,91.0675879308562,91.479812465154
2022-04-18,85.8618476048764,86.07580977906083,81.87750605284864,82.12546635407857,106.55654947181596,107.38697978696393,91.14912526224641,91.56171888162952
2022-04-19,88.24313985056773,88.46303605110344,83.83917253458742,84.1240654010408,107.6215790390531,108.46030948069304,92.97387065267621,93.40547515881916
2022-04-20,89.15002042868493,89.39324987155656,84.23911116704596,84.52536306007322,109.13198441684094,109.98248594547736,93.89697615094082,94.34004395808226
2022-04-21,87.1314233142692,87.41419630031972,82.37470605230034,82.65462253311738,107.48568727377875,108.3233586660968,92.04588542000232,92.49556144488574
2022-04-22,84.41290485366044,84.686855263957,80.52352100970354,80.79714700127579,105.81484254283815,106.63949249139364,89.95373404128402,90.39318918219045
2022-04-25,84.58264012667394,84.85714138932849,81.69728887433598,81.97490343212849,105.31098140333292,106.13170459593634,90.25909690176096,90.70004384598504
2022-04-26,82.51841808981705,82.78622020528645,79.21210934323868,79.48127904287166,103.89338471143549,104.70306010572487,88.24959800284353,88.6807278490762
2022-04-27,83.68222303357967,83.95380211706602,79.4498139224571,79.7197913631125,103.13461044403131,103.9383724603338,88.48821155877386,88.92050711485683
2022-04-28,84.17381743514991,84.4469919202901,82.59801266805563,82.8786879643516,105.1037167084772,105.92282461899124,90.36677107020088,90.8082440400243
2022-04-29,81.96623052437134,82.23224059145221,80.1041161841208,80.37631700128647,101.91032567510477,102.73077134900487,87.74549760112681,88.18241134288895
2022-05-02,82.02906661466577,82.29528060758888,81.78694385614713,82.06486306943644,100.63214786749035,101.44230336278699,87.94666162228125,88.38457702598151
2022-05-03,82.6473816627271,82.91560231163965,83.0102132469818,83.29228923702193,101.34608507326058,102.16198823630364,88.80569312246179,89.24788592702359
2022-05-04,85.58693798765952,85.86469856015012,86.11731296584766,86.40994715342843,103.38258805441379,104.29682093797342,91.52331641962654,92.004801860709
2022-05-05,83.41388182497226,83.68459004417164,82.71610615841846,82.99718274675922,101.83242434798451,102.7329488241422,89.11772296810823,89.58655307425113
2022-05-06,82.89970456621774,83.16874409422297,81.93340953916454,82.21182645569938,102.17821551472268,103.0817978912621,88.78089672944807,89.24795486166745
2022-05-09,80.87222125817081,81.13468086945512,78.8287497603074,79.0966167704319,99.49637405216899,100.45870952401033,86.17060750821163,86.64984911645354
2022-05-10,79.70404848550181,79.96271695358446,80.1946205353575,80.46712889425184,97.84067440716831,98.78699584317891,85.72451426522282,86.20127490635335
2022-05-11,79.05305423851426,79.30960999478617,77.94069539536477,78.20554471881671,98.09579207218631,99.04458102302728,84.80298239162082,85.27461789286986
2022-05-12,80.03643610008922,80.34396222686912,78.00641453746653,78.2714871803312,97.41008995637655,98.42992374741536,84.94374327291185,85.45683585159321
2022-05-13,81.59111127125536,81.9185344802498,81.54491961071687,81.82201640437887,99.21243064030016,100.35071033365533,87.26623924720619,87.82936886481534
2022-05-16,81.01923720861387,81.34436550045602,80.28472776514378,80.55754231631325,99.30513216266093,100.4444754350431,86.66459045837986,87.22383763238528
2022-05-17,83.11122111123508,83.46372694222481,83.69593797624296,83.98034411909606,100.20693521912104,101.39884083191116,88.84162163689048,89.43463227710907
2022-05-18,80.92480868914147,81.26804112578768,79.44128887240385,79.711237344191,98.75576998472094,99.93041479630818,86.16709225141352,86.74225062426078
2022-05-19,81.15434997303184,81.49855598027348,77.5495137010395,77.8130337547619,98.71556372245668,99.89662595993865,85.57715511380245,86.1505391475031
2022-05-20,80.68003471158855,81.02222897007772,76.91213632634863,77.17349051581213,99.34346035121592,100.53203492990637,85.39318033846477,85.96533170442083
2022-05-23,81.63944085688945,81.9857043163359,77.62964289232238,77.89343523206932,100.54247293002491,101.74539285027748,86.3459357981583,86.92447081601166
2022-05-24,80.97440363730132,81.31784642470619,75.62837926944273,75.88537113975737,101.73322608319434,102.95039252679479,85.80221652901903,86.3771085191587
2022-05-25,81.89340744694205,82.24074807385966,77.14533398708085,77.4074806026622,102.28315907565964,103.5069050804362,86.81345586910903,87.3951233648271
2022-05-26,84.13681983730051,84.49367561678528,79.6483614202728,79.91901354275142,102.25268243498695,103.47606380820932,88.43336834646894,89.02588957937043
2022-05-27,86.35611119339882,86.77325816630147,83.12380077745823,83.47022295860509,104.28220294493208,105.52986610254693,91.03156282474367,91.68105558984217
2022-05-31,85.059746378393,85.47063120434527,82.17767504593081,82.52015420550636,103.0767765677399,104.31001764720942,89.88306521427792,90.52436366890231
2022-06-01,84.37551052619223,84.78309012092747,81.64500963447553,81.98526888697354,102.38940242447356,103.61441955613769,89.24921759795045,89.88599367123584
2022-06-02,86.31977508587794,86.73674653562362,83.59850769718636,83.94690824078779,103.18390963807347,104.50037525477113,90.83727720254339,91.5111024710108
2022-06-03,86.26845940881944,86.68518297594221,81.32730072824744,81.66623591457866,102.19445149418742,103.49829316951518,89.72108794163145,90.38663338763438
2022-06-06,87.87761356932151,88.30211022601155,81.7328813517717,82.07350681360667,102.68732633126235,103.99745632013261,90.56395030030765,91.23574804682647
2022-06-07,89.39987763386586,89.8317276537135,82.64552602795067,82.9899549775518,103.69157022638043,105.01451279972572,91.71418598180627,92.3945161050184
2022-06-08,87.9675146369275,88.39244556465749,81.11056492347387,81.44859685358341,101.69081558946522,103.06894541779515,90.06468148778718,90.75809589754928
2022-06-09,87.37764884496048,87.79973040017776,78.67699592961732,79.00488585140988,99.65885603279844,101.00944842759743,88.38043327480136,89.06088053738425
2022-06-10,84.56360941758287,84.97209763224167,75.96105499945786,76.32211366396294,98.62869145234896,99.96532289572696,86.15832831209416,86.83713131052446
2022-06-13,81.22632442557092,81.61869173908107,72.27778514391782,72.62133646212469,93.78047589510314,95.05140356341666,82.21922425241007,82.86699280879368
2022-06-14,80.29986604388239,80.68775805965042,72.28334479009426,72.62692253445363,91.62243637525685,93.01796627926011,81.22567944208112,81.91386735127378
2022-06-15,80.80318124090304,81.19350454274858,73.32933049811349,73.67788002969765,92.53379177590367,93.94320281825134,82.04647455292684,82.74161668244844
2022-06-16,75.32625435968083,75.6901211266299,69.10043549518032,69.42888421086478,90.24845384527049,91.62305619283636,77.99937284945133,78.66022574336745
2022-06-17,75.60786542037977,75.97309252187706,69.99331904425839,70.34951640471895,89.96474490560905,91.33502599383066,78.31489691021271,78.98659479771848
2022-06-21,77.21896096842349,77.5919705374455,71.3817783972147,71.80288443325279,91.67513633214278,93.08906341188177,79.88530361808618,80.59719073098947
2022-06-22,77.20208512126804,77.57501317077211,70.38309947529774,70.79831395565417,92.23588861901175,93.6584643124878,79.66971880804162,80.37968476597575
2022-06-23,77.31730625198969,77.69079088220623,70.67494477005303,71.13297019905501,93.92282250594211,95.37141617550077,80.3078443036324,81.0388675169833
2022-06-24,80.89746946851018,81.28824823376395,73.31487946137888,73.7900136015863,95.87254497338601,97.35120966879738,83.09430803923681,83.8506957694858
2022-06-27,81.39926761354597,81.79247033669128,73.31589660396408,73.79103733600076,96.51705183126955,98.00565690676542,83.45495797354873,84.21462861440455
2022-06-28,79.41758336889481,79.80121347960447,71.28917421036425,71.75118029621454,95.59974347375397,97.07420068780065,81.74867796404214,82.49281674364279
2022-06-29,77.4360376232127,77.81009579051202,70.11735409395554,70.58093372871046,94.57046533681499,96.02904775330339,80.32880312959266,81.06344529092753
2022-06-30,77.56592487625024,77.94528163032467,69.21241153260861,69.67000815577555,95.48838517390317,96.96112488283329,80.30249005188915,81.03851129584375
2022-07-01,78.21726826024303,78.59981058210813,67.72871807463935,68.17650528499797,97.4307026013229,98.93339912644066,80.53761421246685,81.27579051259767
2022-07-05,78.44450114027049,78.8281548048795,68.46260508611972,68.91524437735232,94.24633903483958,95.6999223755267,79.96578053917406,80.69871563531133
2022-07-06,77.90461062900422,78.28562381569415,68.91806565141698,69.37371621204551,94.93707266394905,96.40130935103039,80.14967332236024,80.88429390788828
2022-07-07,79.96826245256437,80.3593684765224,71.13950852381745,71.6190280533404,95.41942350966703,96.89109960671253,81.83066665142466,82.58412778389234
2022-07-08,79.57187755477358,79.96104495312468,71.58436420240496,72.08141770899134,94.94711267890385,96.41150421548521,81.72267281128822,82.48057404595959
2022-07-11,78.89183855339033,79.27768004041349,70.34152378871836,70.8299475031339,94.99190394229586,96.45698630501373,81.03733990116906,81.78888531510094
2022-07-12,78.13906067768073,78.52122050459445,70.25753255422184,70.74537306673156,94.16179294459077,95.6140723111441,80.5052318728963,81.25184248333078
2022-07-13,77.60890634392644,77.98847331028273,70.2807506091916,70.76875233869008,93.47480310645483,94.91648686797816,80.13150306939315,80.87464769527445
2022-07-14,77.59468951950358,77.97418695470459,70.73667751877755,71.22784502437368,92.954364953583,94.38802187569146,80.14562369862564,80.88889928011524
2022-07-15,79.2125366189414,79.61020741474829,72.68319372659717,73.1878770707078,93.06208635599731,94.49740469050214,81.46145153554092,82.22048838249044
2022-07-18,78.15832001235488,78.55069832322455,72.08774273472756,72.58829150270823,92.29689615606391,93.72041278305977,80.653348483564,81.40485563418453
2022-07-19,81.81887361945454,82.2296290121368,75.09295172010098,75.64031705450078,93.44152961361935,94.88270019027665,83.37019073704337,84.15671379614581
2022-07-20,82.88294077028837,83.31817491122709,76.25355341543448,76.80937857356633,92.68988706590238,94.11946488366101,83.95233795145027,84.75098939132076
2022-07-21,83.90980730958388,84.39360430671145,77.43687628212892,78.00132688248664,93.04632578333913,94.48140103884386,84.85164581698713,85.67382111969876
2022-07-22,83.83825869586995,84.32164316667226,75.05274487866564,75.59981713853976,93.81362346340714,95.26053293058011,84.16039384325572,84.97587121694923
2022-07-25,83.25883126223918,83.7388749405712,74.75849582065585,75.30342324895331,94.65732366005285,96.11724571278552,84.09540747160716,84.91025515580829
2022-07-26,84.32430213849614,84.81048897967153,74.41739111666355,74.95983217458817,95.10169833080107,96.56847407806487,84.46500433526103,85.28343325127364
2022-07-27,86.11260579480758,86.60910342046236,77.60454100982142,78.17021374697944,95.74049051702382,97.21711850565384,86.4564968364156,87.29422244295458
2022-07-28,89.8932676792937,90.4115633870263,79.07845132958454,79.65486765048209,100.37067751090667,101.91871795701249,89.65508886156546,90.52380742458995
2022-07-29,91.12600500792625,91.65140828314067,79.94575645772997,80.52849471365097,100.8676198433086,102.44657069138638,90.54838392642493,91.43246528858913
2022-08-01,91.12890423401907,91.65432422523992,79.93926526597285,80.52195620648988,100.47595825277658,102.04877815019358,90.4333159680062,91.3162738486348
2022-08-02,90.53287535860561,91.05485883877522,80.12259650536996,80.70662377856348,100.0256638237421,101.59143494999037,90.1652408369049,91.04558132982551
2022-08-03,91.17255484384265,91.69822651045916,82.05447836736172,82.6525874569866,100.48567299477213,102.05864496378689,91.24010369186134,92.13093875327388
2022-08-04,91.67314204238599,92.20169993400077,82.33815237686164,82.9383292147307,101.12333883036924,102.70629262520154,91.70377121819068,92.59913336004898
2022-08-05,91.94291696321356,92.47303029037016,82.03026474252432,82.6281973349074,101.79218056189369,103.38560420047625,91.87616195179646,92.7732072538392
2022-08-08,92.63837369786526,93.17249680517325,81.62848667131199,82.22349063479894,102.43630185720443,104.03980837339505,92.15333610999619,93.05308763932551
2022-08-09,91.01373340635018,91.53848935957156,78.95550490080934,79.53102504421543,102.73842335804085,104.42727333027018,90.68314117440117,91.59179431311668
2022-08-10,93.54722519912602,94.08658845226729,82.25773712254946,82.85732779991265,103.75004284384964,105.52487216275009,93.08302757953523,94.03572393336084
2022-08-11,93.84297456080233,94.43311524911718,82.09544461930751,82.69385231893082,103.40212445477671,105.1710020097975,93.02365604373306,93.99276309055239
2022-08-12,96.43136628015633,97.03778432197618,83.75881791383158,84.36935022513592,105.14622456566087,107.12907027540929,95.04380583028161,96.08703656313466
2022-08-15,96.37459671203429,96.98065775289415,83.89239404475373,84.5039000152617,106.09362162404855,108.09433333136761,95.34892927322437,96.39550913704089
2022-08-16,96.6146236797178,97.24193015930945,83.66042943200738,84.27024457288466,106.07880449867001,108.12413968235613,95.3409890269023,96.4072563167691
2022-08-17,95.95059107322176,96.58772894995633,82.18901576718854,82.78810552287007,105.30210931723046,107.33246882326725,94.33756332176267,95.39751441436817
2022-08-18,96.85082996458235,97.49394567104552,84.20020264208387,84.8139522819636,105.6240408558435,107.66620110210573,95.49190102723219,96.56643218752045
2022-08-19,94.8571804907623,95.48705782549172,82.31756424355238,82.91759101100585,105.1355732307797,107.16828932817764,93.95966412301625,95.01695365044547
2022-08-22,92.95277359796769,93.57000515583901,79.87093709530407,80.45312998012972,103.28901550253732,105.28602981505287,91.8538170662337,92.8874103612393
2022-08-23,92.93159653858578,93.54868747505499,79.88261868976174,80.46489672372202,102.7649801066881,104.7518625946269,91.69880337601596,92.73065236560278
2022-08-24,93.79518971569908,94.41801514444263,79.90076793208604,80.4831782589695,103.8794566270578,105.88788666825106,92.3271297081241,93.36604899598143
2022-08-25,95.42255549563193,96.05618707331213,82.25896841160612,82.85856806404527,105.14157253165403,107.17440462095733,94.13475663236312,95.19401640391986
2022-08-26,92.05226479142135,92.66351672725422,77.6091846539432,78.17489123941535,103.06773688111501,105.06047294030532,90.63514065291244,91.65502068253808
2022-08-29,91.77582774796957,92.38524406706526,76.3880910783981,76.94489690450466,103.48668579432089,105.48752191111959,90.20583819753406,91.22088746286943
2022-08-30,89.89473869520845,90.53830822188014,75.37016538229518,75.9763806909819,102.02791119142273,104.00054301421642,88.75341836784811,89.78958133285161
2022-08-31,89.45667724513186,90.09711062608278,74.33731487295637,74.93522278590937,101.70617188806408,103.6725831268917,88.1235953858346,89.15240540308159
2022-09-01,89.00160736236865,89.63878283175207,72.85939366617528,73.44541440260373,102.28030750959282,104.34120366144518,87.58185972228335,88.62835893072254
2022-09-02,88.27704981358883,88.9090380699553,72.37769517005242,72.95984152195432,100.9388221818562,102.97268808695807,86.76278000717255,87.79949218578352
2022-09-06,87.73990120046477,88.36804393167907,71.6735940875477,72.25007723235814,100.89618695864986,102.92919378569871,86.30234431487553,87.33355483379289
2022-09-07,89.97825234872221,90.6224197618024,72.75376443828915,73.33893558052254,103.66525550330793,105.75405765251463,88.28153673044322,89.33639624816932
2022-09-08,91.35054012105587,92.00453194215946,73.84564780634712,74.43960115583268,104.17013515099623,106.34685553168161,89.30907676558886,90.39859204336602
2022-09-09,93.97210123310238,94.64486119201369,75.44771704166543,76.09405970865525,105.24132660018192,107.44043040444335,91.12255756437958,92.24899033498818
2022-09-12,94.57482221781294,95.25189714403463,76.10303000157845,76.75498657900626,106.44206901270394,108.66626331413619,91.92348371056035,93.05981731672503
2022-09-13,91.50155507168945,92.15662803081858,72.54425974326244,73.16572918138166,102.98610177544064,105.13808080798198,88.5322773060218,89.62668972243858
2022-09-14,91.5648954590498,92.22042188123699,72.58951447851808,73.2113716032026,103.55129813593501,105.85628185496347,88.73502745035259,89.87257395140269
2022-09-15,91.17938253030489,91.83214900928874,71.16763697889981,71.77731321685546,101.25058017914445,103.50435143123195,87.40401690740148,88.52450040154778
2022-09-16,89.65626605050134,90.29812831677819,70.78304428816692,71.38942581191279,101.1353785403099,103.38658547976493,86.70126671509855,87.81274124124951
2022-09-19,91.50668293626502,92.16179260652348,70.43817539389698,71.06123386368219,101.92118077772106,104.18987915761396,87.38148505099288,88.50972889545659
2022-09-20,90.35366991793359,91.00052500006794,69.11610292678527,69.77162885323203,99.9993003136712,102.24118496164319,85.9208220453769,87.05283073671761
2022-09-21,89.21647997163186,89.85519374531924,68.42574768974967,69.13302708571884,98.9114929634047,101.12899005475515,84.96153161192235,86.10479274790195
2022-09-22,87.14934428875875,87.77325913703291,66.91955984614586,67.61127060510033,97.89669172895819,100.09143798804169,83.3902371785338,84.51235462954453
2022-09-23,84.25567333749052,84.85887197398763,66.02265383645302,66.705093770284,95.88955943078714,98.03930778416927,81.51771057955872,82.61463089904322
2022-09-26,83.45649233293778,84.05396951622986,64.88577656581026,65.55646522331004,93.65207765667337,95.75166389868303,80.15653250842948,81.23513651512694
2022-09-27,82.4946114442639,83.08520238218473,65.55984342163168,66.23749953823459,92.1808546773099,94.24745756642777,79.70127550977199,80.77375347773672
2022-09-28,85.02592422855948,85.63463720336581,66.82721487432013,67.51797111398768,93.27441566899259,95.36553510563814,81.34719463934556,82.44182045867439
2022-09-29,82.97077365964009,83.5647735122095,65.12793237317796,65.81115477620509,89.69782906894098,91.70876499864552,78.96886863607541,80.03559932036781
2022-09-30,82.83804555662734,83.43569486117272,64.51208151908493,65.18884335926126,88.86873167454448,90.86108006699286,78.43771212157593,79.49875985140038
2022-10-03,86.73889570124723,87.36468835901157,66.66351118588568,67.36284252724735,91.20542245073426,93.25015712150424,81.2412911821401,82.34026366929281
2022-10-04,90.00918162162067,90.65856831872819,69.77366884525338,70.50562719183995,93.5125676908804,95.60902625850068,84.2246115216586,85.36394017407883
2022-10-05,89.36224825939294,90.00696754466783,70.4082757163619,71.14689138517039,91.32640120613004,93.3738481000216,83.6504634545067,84.78202545378578
2022-10-06,88.57239128146031,89.21141200793436,70.14983535800087,70.89499884308707,88.34885105564794,90.32954424276362,82.4394713211477,83.55844367131897
2022-10-07,85.68416910156206,86.30235225315623,66.71959254600928,67.44388421548899,86.52853351675637,88.46841699888337,79.58773439162026,80.67437337776362
2022-10-10,86.03746071432185,86.6581927489232,64.55129361580035,65.25204675945633,86.18488822960337,88.11706752688909,78.71810943728596,79.79287513182318
