,SPY,QQQ,SMH,XLU
2024-01-05,101.03225806451613,100.35892834252019,107.20650406504065,96.83564740071037
2024-01-08,102.47163515016685,102.45609537238815,110.98536585365854,97.54601226993866
2024-01-09,102.32480533926585,102.65350596077425,111.28455284552845,96.83564740071037
2024-01-10,102.90322580645162,103.33803358543776,111.44065040650406,96.73877946399742
2024-01-11,102.8698553948832,103.55595436482501,112.00650406504064,94.47852760736197
2024-01-12,102.92992213570633,103.5892834252019,111.63577235772358,95.05973522763965
2024-01-16,102.54060066740823,103.59953852070247,113.44390243902438,94.05876654827253
2024-01-17,101.98665183537264,103.02781694654531,112.70243902439024,92.6057474975783
2024-01-18,102.89877641824249,104.51480579412896,116.40325203252033,91.63706813044882
2024-01-19,104.18909899888766,106.56582489424433,120.8650406504065,91.54020019373587
2024-01-22,104.39822024471636,106.69401358800154,121.40487804878049,91.05586051017114
2024-01-23,104.69410456062292,107.1093449557749,121.99674796747968,91.24959638359704
2024-01-24,104.82313681868743,107.73234200743494,124.09756097560975,89.95802389409106
2024-01-25,105.38598442714127,107.84514805794129,124.20162601626016,91.63706813044882
2024-01-26,105.26585094549499,107.19138571977952,121.51544715447154,91.89538262835002
2024-01-29,106.08231368186874,108.31431867709267,122.93983739837398,92.50887956086535
2024-01-30,106.00667408231368,107.58107934880144,121.76910569105691,92.4765902486277
2024-01-31,104.29143492769744,105.47878477118317,119.9739837398374,92.21827575072652
2024-02-01,105.6440489432703,106.77605435200616,121.09918699186991,93.99418792379723
2024-02-02,106.73859844271412,108.56556851685681,123.43414634146342,92.28285437520181
2024-02-05,106.36484983314794,108.38097679784643,125.86666666666666,90.41007426541815
2024-02-06,106.67408231368186,108.19125753108575,124.42926829268292,90.73296738779464
2024-02-07,107.54616240266964,109.29368029739777,126.92682926829268,90.79754601226995
2024-02-08,107.64182424916574,109.48596333803359,128.7479674796748,90.15175976751695
2024-02-09,108.20689655172414,110.56018459171901,131.59024390243903,90.47465288989345
2024-02-12,108.18687430478309,110.14485322394565,131.10243902439024,91.54020019373587
2024-02-13,106.7119021134594,108.39892321497244,128.61138211382115,90.05489183080401
